Licence Number,Licence Status,Licence Status Date,Lic. EDCT,Licence Issue Date,Most Recent Licence Amendment Date,Licence Surface Location,Location Latitude,Location Longitude,Licensee  BA Code,Licensee Name,Plant Processes,Raw Gas E3m3/d,Rec Sales Gas E3m3/d,C2 m3/d,C2 Mix m3/d,C3 m3/d,C4 m3/d,LPG Mix m3/d,C5+ m3/d,Sulphur Inlet t/d,Sulphur Recovered t/d,Max Sulphur Emission Rate t/d,Qtrly Approved Sulphur Rec Eff %,Reporting Facility ID,Facility Subtype,Facility Name,Field or Area,Operator Code,Operator Name,First Volumetric Activity Date,Last Volumetric Activity Date
F29910    ,Amended,"Nov 15, 2010",10,"Sep 22, 2003","Nov 15, 2010",00/16-29-018-02W5,50.55558,-114.233995,A900,Ranahan Resources Limited, ,567,552,0,0,0,0,120,0,0, , , ,ABGP0080025,Gas Plant Sweet,LITTLE CHICAGO GAS PLANT,TURNER VALLEY,A2J6,Crescent Point Energy Corp.,"Jan 01, 2004","Nov 01, 2019"
F29910    ,Amended,"Nov 15, 2010",10,"Sep 22, 2003","Nov 15, 2010",00/16-29-018-02W5,50.55558,-114.233995,A900,Ranahan Resources Limited, ,567,552,0,0,0,0,120,0,0, , , ,ABGS0080027,Gas Gathering Sys,LITTLE CHICAGO GATHERING SYSTEM,TURNER VALLEY,A2J6,Crescent Point Energy Corp.,"Jan 01, 2004","Sep 01, 2019"
F29993    ,Abandoned,"Dec 19, 2023",10,"Sep 30, 2003","Aug 04, 2010",00/16-01-048-13W4,53.114306,-111.765084,A7H7,West Lake Energy Corp., ,169,164,0,0,0,0,7,0,0, , , ,ABBT0079034,Gas Group,VIKING KINSELLA SOUTH 16-04-48-13W4,VIKING-KINSELLA,A8RK,Caltex Trilogy Inc.,"Nov 01, 2003","Aug 01, 2023"
F29993    ,Abandoned,"Dec 19, 2023",10,"Sep 30, 2003","Aug 04, 2010",00/16-01-048-13W4,53.114306,-111.765084,A7H7,West Lake Energy Corp., ,169,164,0,0,0,0,7,0,0, , , ,ABCS0029993,Compressor Station,BRIGUS RESOURCES LTD,VIKING-KINSELLA,A8RK,Caltex Trilogy Inc., , 
F29993    ,Abandoned,"Dec 19, 2023",10,"Sep 30, 2003","Aug 04, 2010",00/16-01-048-13W4,53.114306,-111.765084,A7H7,West Lake Energy Corp., ,169,164,0,0,0,0,7,0,0, , , ,ABGP0112787,Gas Plant Sweet,Twin Butte Viking GP 16-01-48-13W4,VIKING-KINSELLA,A7H7,West Lake Energy Corp.,"Nov 01, 2010","Nov 01, 2017"
F29993    ,Abandoned,"Dec 19, 2023",10,"Sep 30, 2003","Aug 04, 2010",00/16-01-048-13W4,53.114306,-111.765084,A7H7,West Lake Energy Corp., ,169,164,0,0,0,0,7,0,0, , , ,ABGS0079033,Gas Gathering Sys,VIKING-KINSELLA 16-01-48-13W4 GGS,VIKING-KINSELLA,A8RK,Caltex Trilogy Inc.,"Nov 01, 2003","Nov 01, 2017"
F30024    ,Issued,"Oct 07, 2003",10,"Oct 07, 2003","Aug 26, 2006",03/13-05-021-12W4,50.758028,-111.637853,A2TG,TAQA North Ltd., ,155.7,155.4, , , , , ,0.5, , , , ,ABGP0082296,Gas Plant Sweet,PRINCESS 13-05 CHOKE PLANT,PRINCESS,A2TG,TAQA North Ltd.,"Aug 01, 2004","Jan 01, 2008"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0078999,Gas Proration - S.e.,ENCANA LATHOM 199,COUNTESS,A7NW,Torxen Energy Ltd.,"Nov 01, 2003","Sep 01, 2007"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0079000,Gas Proration - S.e.,ENCANA LATHOM 198,COUNTESS,A7NW,Torxen Energy Ltd.,"Nov 01, 2003","Sep 01, 2007"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0080830,Gas Proration - S.e.,COUNTESS 102/8-3-21-15W4 SG,COUNTESS,A7NW,Torxen Energy Ltd.,"Mar 01, 2004","Feb 01, 2006"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0081046,Gas Proration - S.e.,ENCANA 06-09-22-16W4 SG,COUNTESS,A7NW,Torxen Energy Ltd., , 
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0081822,Gas Group,ENCANA ROSEMARY 001,COUNTESS,A7NW,Torxen Energy Ltd.,"Jul 01, 2004","Feb 01, 2017"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0082187,Gas Proration - S.e.,ENCANA COUNTESS 12-35-21-16W406 SG,COUNTESS,A7NW,Torxen Energy Ltd.,"Aug 01, 2004","Feb 01, 2006"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0084881,Gas Proration Efflue,ENCANA 5-9-21-15W4 DG,COUNTESS,A7NW,Torxen Energy Ltd.,"Apr 01, 2005","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0084882,Gas Proration Efflue,ENCANA 16-30-21-15W4 DG,COUNTESS,A7NW,Torxen Energy Ltd.,"Apr 01, 2005","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0084895,Gas Proration Efflue,ENCANA 1-30-21-15W403 DG,COUNTESS,A7NW,Torxen Energy Ltd.,"Apr 01, 2005","Dec 01, 2006"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0084899,Gas Proration Efflue,ENCANA 14-26-21-16W4 DG,COUNTESS,A7NW,Torxen Energy Ltd.,"Apr 01, 2005","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0084905,Gas Proration Efflue,ENCANA 16-23-21-16W4 DG,COUNTESS,A7NW,Torxen Energy Ltd.,"Apr 01, 2005","Nov 01, 2006"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0085395,Gas Proration - S.e.,ENCANA 16-23-21-16W4 SG,COUNTESS,A7NW,Torxen Energy Ltd.,"Nov 01, 2005","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0085797,Gas Proration Efflue,ENCANA 3-36-21-16W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Jul 01, 2005","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0085802,Gas Proration Efflue,ENCANA 14-25-21-16W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Jul 01, 2005","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0085975,Gas Proration - S.e.,ENCANA 1-22-20-17W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Aug 01, 2005","Feb 01, 2007"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0089814,Gas Proration Efflue,ENCANA 103/14-10-21-15W4,COUNTESS,A7NW,Torxen Energy Ltd.,"May 01, 2006","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0089815,Gas Group,ENCANA 15-35-20-15W4,COUNTESS,A7NW,Torxen Energy Ltd.,"May 01, 2006","Jul 01, 2011"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0090192,Gas Proration Efflue,ENCANA 15-18-21-14W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Jun 01, 2006","Aug 01, 2011"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0090530,Gas Proration Efflue,ENCANA 12-2-21-15W402,COUNTESS,A7NW,Torxen Energy Ltd.,"Jul 01, 2006","Aug 01, 2011"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0090532,Gas Proratn Not Sea,ENCANA 7-8-21-14W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Jul 01, 2006","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0090535,Gas Proratn Not Sea,ENCANA 7-17-21-15W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Jul 01, 2006","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0090761,Gas Proratn Not Sea,ENCANA ROSEMARY DEEP GAS,COUNTESS,A7NW,Torxen Energy Ltd.,"Aug 01, 2006","Nov 01, 2006"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0091285,Gas Group,ROSEMARY DEEP TO SHALLOW,COUNTESS,A7NW,Torxen Energy Ltd.,"Sep 01, 2006","Dec 01, 2023"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0091299,Gas Group,ENCANA ROSEMARY DEEP GAS,COUNTESS,A7NW,Torxen Energy Ltd.,"Sep 01, 2006","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0092100,Crude Oil Single,COUNTESS 11-7-22-17W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Dec 01, 2006","Dec 01, 2009"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0092101,Crude Oil Single,HUSSAR 5-18-26-20W4,COUNTESS,A7NW,Torxen Energy Ltd., , 
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0092131,Crude Oil Single,HUSSAR 5-30-25-19W4,COUNTESS,A7NW,Torxen Energy Ltd., , 
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0092321,Gas Proration Efflue,ENCANA 8-23-20-14W404,COUNTESS,A7NW,Torxen Energy Ltd.,"Dec 01, 2006","Oct 01, 2010"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0092394,Crude Oil Single,ENCANA 13-14-26-17W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Dec 01, 2006","Dec 01, 2006"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0092558,Gas Proration Efflue,ENCANA 8-22-20-14W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Dec 01, 2006","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0092971,Gas Proration Efflue,ENCANA 11-8-22-16W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Jan 01, 2007","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0093107,Gas Proration Efflue,ENCANA 6-5-22-16W402,COUNTESS,A7NW,Torxen Energy Ltd.,"Jan 01, 2007","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0093121,Gas Proratn Not Sea,ENCANA 2-30-21-15W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Jan 01, 2007","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0093363,Gas Proration Efflue,ENCANA 7-17-21-14W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Feb 01, 2007","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0093375,Gas Proration Efflue,ENCANA 3-22-21-15W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Feb 01, 2007","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0093376,Gas Proration Efflue,ENCANA 103/14-8-21-14W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Feb 01, 2007","Aug 01, 2011"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0093444,Gas Proration Efflue,ENCANA 7-21-21-15W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Feb 01, 2007","Aug 01, 2011"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0093760,Gas Proration Efflue,ENCANA 102/8-4-22-16W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Mar 01, 2007","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0093810,Gas Proration Efflue,ENCANA 11-1-21-15W4,COUNTESS,A7NW,Torxen Energy Ltd.,"Mar 01, 2007","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0094643,Gas Proration Efflue,ENCANA 6-1-22-16W4,BANTRY,A7NW,Torxen Energy Ltd.,"Jun 01, 2007","Aug 01, 2011"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0094845,Gas Proration Efflue,ENCANA 12-31-21-15W4,BANTRY,A7NW,Torxen Energy Ltd.,"Jul 01, 2007","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0095140,Gas Proration - S.e.,ENCANA 16-5-21-15W4,BANTRY,A7NW,Torxen Energy Ltd.,"Aug 01, 2007","Jan 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0095472,Gas Proratn Not Sea,ENCANA ROSEMARY SG,BANTRY,A7NW,Torxen Energy Ltd.,"Nov 01, 2007","Dec 01, 2023"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0096733,Gas Proration Efflue,ENCANA 8-29-20-14W4,BANTRY,A7NW,Torxen Energy Ltd.,"Feb 01, 2008","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0096734,Gas Proration Efflue,ENCANA 102/11-05-21-14W4,BANTRY,A7NW,Torxen Energy Ltd., , 
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0096799,Gas Proration Efflue,ENCANA 102/15-6-21-14W4,BANTRY,A7NW,Torxen Energy Ltd.,"Feb 01, 2008","Aug 01, 2011"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0096800,Gas Proration Efflue,ENCANA 6-20-21-15W4,BANTRY,A7NW,Torxen Energy Ltd.,"Sep 01, 2008","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0097766,Gas Proration Efflue,ENCANA 102/10-9-21-15W4,BANTRY,A7NW,Torxen Energy Ltd.,"Apr 01, 2008","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0098150,Gas Proration Efflue,ENCANA 8-21-20-14W402,BANTRY,A7NW,Torxen Energy Ltd.,"Jul 01, 2008","Aug 01, 2011"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0099501,Gas Proration Efflue,ENCANA 103/16-5-22-16W404,BANTRY,A7NW,Torxen Energy Ltd.,"Oct 01, 2008","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0099747,Gas Proration Efflue,ROSEMARY 14-34-021-16 GM,BANTRY,A7NW,Torxen Energy Ltd.,"Nov 01, 2008","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0099780,Gas Proratn Not Sea,ROSEMARY 02-08-022-16 W4 GM,BANTRY,A7NW,Torxen Energy Ltd.,"Dec 01, 2008","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0099919,Gas Proratn Not Sea,ECA ROSEMARY 10-04-022-16W4 GM,BANTRY,A7NW,Torxen Energy Ltd.,"Dec 01, 2008","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0099920,Gas Proratn Not Sea,ECA ROSEMARY 08-09-021-14W4 GM,BANTRY,A7NW,Torxen Energy Ltd.,"Dec 01, 2008","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0099921,Gas Proratn Not Sea,ECA ROSEMARY 05-20-021-14W4 GM,BANTRY,A7NW,Torxen Energy Ltd.,"Dec 01, 2008","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0100147,Gas Proration - S.e.,COUNT PEN 06-33-021-16W4,BANTRY,A7NW,Torxen Energy Ltd.,"Dec 01, 2008","Jan 01, 2013"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0100288,Gas Proration - S.e.,ECA COUNTESS SG 06-35-019-16W4,BANTRY,A7NW,Torxen Energy Ltd.,"Jan 01, 2009","Jan 01, 2009"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0100339,Gas Proration - S.e.,ECA ROSEMARY 06-36-022-17,BANTRY,A7NW,Torxen Energy Ltd.,"Feb 01, 2009","Apr 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0100436,Gas Proration - S.e.,COUNTESS SG 01-34-019-16,BANTRY,A7NW,Torxen Energy Ltd., , 
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0100459,Gas Proration - S.e.,COUNTESS SG 00/03-34-019-16W4/0,BANTRY,A7NW,Torxen Energy Ltd., , 
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0100608,Gas Proration - S.e.,ROSEMARY 00/06-03-021-14W4/0,BANTRY,A7NW,Torxen Energy Ltd.,"Feb 01, 2009","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0100671,Gas Proration Efflue,ENCANA ROSEMARY 00/14-07-021-14W4/2,BANTRY,A7NW,Torxen Energy Ltd.,"Feb 01, 2009","Mar 01, 2012"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0100712,Gas Proratn Not Sea,ENCANA ROSEMARY 02/08-28-020-14W4,BANTRY,A7NW,Torxen Energy Ltd.,"Feb 01, 2009","Oct 01, 2010"
F3006     ,Amended,"May 06, 2003",10,"Mar 06, 2001","Aug 26, 2006",00/08-21-021-15W4,50.795895,-112.016337,A7NW,Torxen Energy Ltd., ,"1,670.00",1659, , , , ,47, ,0, , , ,ABBT0104874,Gas Proration - S.e.,ROSEMARY 09-03-022-16 GM 643-260,BANTRY,A7NW,Torxen Energy Ltd.,"Nov 01, 2009","Jul 01, 2011"
